green_channel,red_channel,ir_channel,Anomaly,Anomaly_ch0,Anomaly_ch0
48320,40949,15705,0,0,1
48255,40951,15777,0,0,1
48238,40950,15846,0,0,1
48242,40946,15899,0,0,1
48261,40941,15931,0,0,1
48305,40933,15953,0,0,1
48358,40921,15972,0,0,1
48388,40905,15979,0,0,1
48385,40888,15973,0,0,1
48362,40868,15971,0,0,1
48313,40844,15981,0,0,1
48221,40820,15994,0,0,1
48099,40797,16007,0,0,1
47972,40772,16026,0,0,1
47848,40748,16046,0,0,1
47721,40727,16059,0,0,1
47599,40708,16061,0,0,1
47490,40689,16051,0,0,1
47382,40669,16031,0,0,1
47256,40651,16008,0,0,1
47118,40631,15996,0,0,1
46979,40605,16004,0,0,1
46832,40572,16032,0,0,1
46672,40534,16079,0,0,1
46520,40497,16147,0,0,1
46391,40457,16229,0,0,1
46277,40414,16312,0,0,1
46173,40373,16391,0,0,1
46104,40338,16463,0,0,1
46079,40310,16519,0,0,1
46081,40290,16547,0,0,1
46106,40276,16544,0,0,1
46161,40266,16515,0,0,1
46233,40260,16459,0,0,1
46286,40262,16370,0,0,1
46307,40270,16253,0,0,1
46309,40277,16125,0,0,1
46287,40284,16006,0,0,1
46215,40296,15900,0,0,1
46097,40312,15815,0,0,1
45971,40325,15762,0,0,1
45855,40330,15747,0,0,1
45744,40331,15752,0,0,1
45663,40330,15758,0,0,1
45657,40324,15762,0,0,1
45727,40312,15753,0,0,1
45854,40299,15706,0,0,1
46049,40282,15613,0,0,1
46325,40262,15491,0,0,1
46633,40244,15350,0,0,1
46907,40232,15189,0,0,1
47149,40220,15018,0,0,1
47367,40205,14864,0,0,1
47511,40187,14740,0,0,1
47532,40171,14645,0,0,1
47450,40157,14582,0,0,1
47302,40143,14552,0,0,1
47088,40124,14538,0,0,1
46813,40107,14520,0,0,1
46542,40092,14490,0,0,1
46337,40076,14443,0,0,1
46200,40055,14374,0,0,1
46123,40028,14275,0,0,1
46127,39998,14148,0,0,1
46222,39964,14005,0,0,1
46373,39930,13863,0,0,1
46547,39895,13733,0,0,1
46744,39860,13630,0,0,1
46950,39827,13566,0,0,1
47125,39799,13537,0,0,1
47254,39783,13540,0,0,1
47356,39781,13573,0,0,1
47432,39790,13624,0,0,1
47460,39812,13678,0,0,1
47439,39852,13728,0,0,1
47396,39903,13769,0,0,1
47344,39966,13792,0,0,1
47272,40040,13794,0,0,1
47193,40122,13782,0,0,1
47143,40210,13770,0,0,1
47123,40302,13759,0,0,1
47108,40400,13757,0,0,1
47102,40502,13771,0,0,1
47134,40603,13802,0,0,1
47197,40695,13849,0,0,1
47262,40780,13907,0,0,1
47333,40863,13971,0,0,1
47422,40941,14039,0,0,1
47504,41015,14098,0,0,1
47547,41084,14128,0,0,1
47560,41152,14117,0,0,1
47563,41219,14069,0,0,1
47535,41283,13983,0,0,1
47458,41347,13850,0,0,1
47365,41408,13682,0,0,1
47288,41464,13509,0,0,1
47217,41518,13349,0,0,1
47143,41571,13212,0,0,1
47093,41621,13118,0,0,1
47092,41662,13092,0,0,1
47124,41692,13130,0,0,1
47171,41717,13214,0,0,1
47245,41739,13344,0,0,1
47349,41754,13522,0,0,1
47451,41764,13742,0,0,1
47525,41778,13980,0,0,1
47582,41797,14228,0,0,1
47617,41822,14485,0,0,1
47594,41855,14737,0,0,1
47497,41897,14967,0,0,1
47358,41946,15180,0,0,1
47193,42002,15384,0,0,1
46994,42063,15575,0,0,1
46777,42125,15759,0,0,1
46580,42183,15951,0,0,1
46420,42226,16156,0,0,1
46288,42253,16364,0,0,1
46183,42271,16569,0,0,1
46124,42283,16780,0,0,1
46097,42289,16986,0,0,1
46076,42287,17158,0,0,1
46069,42276,17284,0,0,1
46095,42256,17373,0,0,1
46146,42232,17427,0,0,1
46198,42211,17443,0,0,1
46258,42191,17436,0,0,1
46337,42170,17430,0,0,1
46410,42148,17439,0,0,1
46447,42126,17479,0,0,1
46452,42104,17567,0,0,1
46438,42084,17709,0,0,1
46393,42065,17891,0,0,1
46302,42050,18103,0,0,1
46180,42040,18334,0,0,1
46062,42035,18567,0,0,1
45951,42028,18772,0,0,1
45846,42020,18932,0,0,1
45767,42011,19035,0,0,1
45733,41999,19071,0,0,1
45730,41982,19038,0,0,1
45746,41964,18953,0,0,1
45784,41942,18841,0,0,1
45844,41917,18714,0,0,1
45894,41892,18584,0,0,1
45907,41867,18472,0,0,1
45889,41845,18395,0,0,1
45847,41828,18347,0,0,1
45767,41816,18316,0,0,1
45646,41814,18299,0,0,1
45515,41816,18291,0,0,1
45396,41816,18279,0,0,1
45282,41813,18248,0,0,1
45177,41812,18193,0,0,1
45114,41807,18118,0,0,1
45104,41795,18030,0,0,1
45118,41773,17926,0,0,1
45146,41740,17811,0,0,1
45201,41694,17696,0,0,1
45270,41639,17587,0,0,1
45321,41580,17475,0,0,1
45348,41525,17360,0,0,1
45359,41478,17254,0,0,1
45343,41436,17153,0,0,1
45278,41400,17034,0,0,1
45179,41371,16897,0,0,1
45073,41350,16762,0,0,1
44961,41333,16634,0,0,1
44837,41321,16509,0,0,1
44730,41309,16393,0,0,1
44672,41292,16292,0,0,1
44658,41275,16205,0,0,1
44677,41259,16134,0,0,1
44745,41244,16082,0,0,1
44876,41224,16040,0,0,1
45038,41199,15997,0,0,1
45197,41174,15951,0,0,1
45348,41149,15903,0,0,1
45489,41120,15845,0,0,1
45591,41086,15767,0,0,1
45630,41052,15662,0,0,1
45620,41022,15535,0,0,1
45584,40992,15392,0,0,1
45515,40965,15234,0,0,1
45416,40942,15073,0,0,1
45312,40918,14930,0,0,1
45220,40896,14819,0,0,1
45140,40878,14737,0,0,1
45066,40862,14683,0,0,1
45001,40847,14658,0,0,1
44945,40828,14661,0,0,1
44883,40808,14676,0,0,1
44809,40791,14687,0,0,1
44734,40778,14691,0,0,1
44658,40766,14685,0,0,1
44572,40758,14652,0,0,1
44484,40753,14585,0,0,1
44417,40745,14508,0,0,1
44379,40732,14438,0,0,1
44364,40717,14372,0,0,1
44378,40699,14313,0,0,1
44444,40675,14274,0,0,1
44557,40646,14256,0,0,1
44687,40617,14250,0,0,1
44823,40592,14257,0,0,1
44973,40571,14277,0,0,1
45117,40554,14296,0,0,1
45223,40542,14301,0,0,1
45289,40530,14286,0,0,1
45328,40517,14248,0,0,1
45341,40504,14183,0,0,1
45320,40493,14098,0,0,1
45285,40486,14013,0,0,1
45263,40479,13941,0,0,1
45256,40471,13887,0,0,1
45260,40466,13851,0,0,1
45285,40461,13838,0,0,1
45340,40450,13850,0,0,1
45400,40431,13881,0,0,1
45438,40405,13915,0,0,1
45461,40375,13942,0,0,1
45473,40338,13961,0,0,1
45455,40296,13959,0,0,1
45396,40258,13921,0,0,1
45314,40225,13852,0,0,1
45225,40201,13768,0,0,1
45128,40189,13673,0,0,1
45028,40195,13569,0,0,1
44958,40217,13472,0,0,1
44940,40253,13402,0,0,1
44963,40300,13360,0,0,1
45027,40361,13339,0,0,1
45145,40438,13345,0,0,1
45307,40526,13380,0,0,1
45471,40624,13429,0,0,1
45620,40731,13486,0,0,1
45766,40843,13553,0,0,1
45897,40957,13623,0,0,1
45984,41071,13680,0,0,1
46029,41178,13719,0,0,1
46061,41271,13740,0,0,1
46089,41352,13749,0,0,1
46107,41425,13756,0,0,1
46134,41493,13774,0,0,1
46198,41558,13813,0,0,1
46296,41616,13881,0,0,1
46408,41669,13992,0,0,1
46541,41723,14155,0,0,1
46709,41777,14363,0,0,1
46887,41834,14599,0,0,1
47041,41895,14857,0,0,1
47177,41956,15133,0,0,1
47311,42011,15409,0,0,1
47421,42063,15668,0,0,1
47479,42114,15896,0,0,1
47504,42163,16092,0,0,1
47524,42210,16256,0,0,1
47517,42253,16389,0,0,1
47457,42296,16487,0,0,1
47374,42342,16559,0,0,1
47299,42388,16618,0,0,1
47224,42430,16663,0,0,1
47143,42473,16690,0,0,1
47089,42513,16712,0,0,1
47083,42550,16738,0,0,1
47107,42584,16762,0,0,1
47156,42618,16779,0,0,1
47248,42653,16796,0,0,1
47384,42684,16816,0,0,1
47526,42703,16831,0,0,1
47651,42711,16842,0,0,1
47775,42710,16848,0,0,1
47892,42697,16843,0,0,1
47965,42675,16823,0,0,1
47987,42641,16796,0,0,1
47984,42599,16769,0,0,1
47956,42553,16740,0,0,1
47884,42512,16713,0,0,1
47780,42476,16695,0,0,1
47678,42441,16690,0,0,1
47589,42410,16694,0,0,1
47494,42386,16709,0,0,1
47407,42368,16733,0,0,1
47348,42354,16758,0,0,1
47301,42339,16778,0,0,1
47237,42323,16789,0,0,1
47164,42310,16787,0,0,1
47101,42295,16777,0,0,1
47045,42277,16753,0,0,1
46986,42260,16708,0,0,1
46942,42246,16650,0,0,1
46935,42232,16587,0,0,1
46952,42222,16519,0,0,1
46972,42215,16441,0,0,1
47000,42205,16357,0,0,1
47042,42193,16276,0,0,1
47075,42179,16197,0,0,1
47073,42170,16112,0,0,1
47041,42167,16025,0,0,1
46991,42162,15945,0,0,1
46915,42150,15870,0,0,1
46810,42130,15791,0,0,1
46693,42103,15714,0,0,1
46579,42067,15652,0,0,1
46466,42025,15603,0,0,1
46362,41981,15564,0,0,1
46297,41934,15543,0,0,1
46287,41887,15545,0,0,1
46321,41845,15560,0,0,1
46393,41813,15585,0,0,1
46516,41789,15621,0,0,1
46677,41770,15656,0,0,1
46834,41755,15676,0,0,1
46958,41744,15677,0,0,1
47050,41733,15654,0,0,1
47093,41719,15598,0,0,1
47064,41702,15505,0,0,1
46973,41679,15383,0,0,1
46851,41647,15245,0,0,1
46707,41607,15103,0,0,1
46543,41562,14971,0,0,1
46379,41517,14859,0,0,1
46245,41472,14777,0,0,1
46150,41426,14725,0,0,1
46082,41381,14696,0,0,1
46043,41345,14685,0,0,1
46045,41318,14695,0,0,1
46078,41294,14714,0,0,1
46110,41273,14727,0,0,1
46131,41253,14731,0,0,1
46139,41231,14734,0,0,1
46113,41207,14729,0,0,1
46028,41180,14707,0,0,1
45886,41151,14668,0,0,1
45704,41118,14627,0,0,1
45483,41087,14585,0,0,1
45223,41062,14541,0,0,1
44948,41047,14500,0,0,1
44687,41041,14461,0,0,1
44448,41042,14418,0,0,1
44233,41052,14372,0,0,1
44061,41067,14325,0,0,1
43957,41082,14270,0,0,1
43920,41097,14202,0,0,1
43945,41110,14124,0,0,1
44043,41113,14036,0,0,1
44214,41106,13938,0,0,1
44437,41091,13839,0,0,1
44692,41070,13747,0,0,1
44970,41045,13666,0,0,1
45257,41011,13606,0,0,1
45526,40971,13569,0,0,1
45753,40933,13556,0,0,1
45936,40899,13559,0,0,1
46071,40861,13577,0,0,1
46149,40823,13604,0,0,1
46183,40793,13631,0,0,1
46194,40770,13657,0,0,1
46197,40750,13676,0,0,1
46197,40736,13678,0,0,1
46204,40722,13665,0,0,1
46228,40703,13647,0,0,1
46270,40672,13622,0,0,1
46322,40630,13575,0,0,1
46381,40584,13509,0,0,1
46458,40542,13441,0,0,1
46547,40507,13375,0,0,1
46638,40482,13310,0,0,1
46729,40468,13258,0,0,1
46832,40466,13236,0,0,1
46944,40483,13237,0,0,1
47051,40523,13248,0,0,1
47154,40578,13271,0,0,1
47259,40640,13306,0,0,1
47357,40707,13346,0,0,1
47434,40776,13378,0,0,1
47497,40846,13401,0,0,1
47560,40914,13428,0,0,1
47617,40978,13465,0,0,1
47666,41041,13510,0,0,1
47718,41104,13572,0,0,1
47779,41168,13665,0,0,1
47835,41233,13787,0,0,1
47868,41301,13934,0,0,1
47886,41371,14110,0,0,1
47896,41440,14311,0,0,1
47885,41508,14519,0,0,1
47844,41577,14729,0,0,1
47792,41647,14943,0,0,1
47745,41709,15155,0,0,1
47703,41761,15347,0,0,1
47668,41805,15514,0,0,1
47653,41840,15663,0,0,1
47657,41866,15797,0,0,1
47657,41885,15923,0,0,1
47640,41895,16050,0,0,1
47609,41895,16176,0,0,1
47562,41896,16300,0,0,1
47484,41907,16425,0,0,1
47380,41931,16553,0,0,1
47271,41967,16679,0,0,1
47163,42011,16794,0,0,1
47050,42060,16898,0,0,1
46935,42113,16998,0,0,1
46834,42164,17098,0,0,1
46752,42211,17200,0,0,1
46689,42253,17301,0,0,1
46646,42287,17404,0,0,1
46634,42307,17518,0,0,1
46650,42316,17635,0,0,1
46679,42321,17739,0,0,1
46714,42326,17832,0,0,1
46755,42330,17926,0,0,1
46786,42331,18013,0,0,1
46786,42333,18082,0,0,1
46755,42335,18138,0,0,1
46707,42330,18189,0,0,1
46645,42321,18243,0,0,1
46573,42311,18309,0,0,1
46506,42300,18394,0,0,1
46462,42281,18492,0,0,1
46440,42251,18591,0,0,1
46435,42216,18689,0,0,1
46447,42184,18777,0,0,1
46476,42158,18844,0,0,1
46506,42138,18885,0,0,1
46525,42125,18902,0,0,1
46541,42118,18895,0,0,1
46553,42119,18864,0,0,1
46549,42126,18809,0,0,1
46528,42133,18734,0,0,1
46497,42136,18657,0,0,1
46452,42135,18587,0,0,1
46381,42132,18517,0,0,1
46287,42123,18450,0,0,1
46190,42107,18400,0,0,1
46099,42080,18372,0,0,1
46005,42043,18351,0,0,1
45909,42005,18332,0,0,1
45828,41967,18313,0,0,1
45772,41934,18290,0,0,1
45727,41912,18253,0,0,1
45689,41899,18203,0,0,1
45670,41893,18146,0,0,1
45664,41893,18086,0,0,1
45653,41898,18028,0,0,1
45633,41905,17979,0,0,1
45616,41909,17946,0,0,1
45594,41903,17930,0,0,1
45540,41887,17929,0,0,1
45455,41864,17947,0,0,1
45358,41826,17982,0,0,1
45254,41776,18022,0,0,1
45143,41724,18057,0,0,1
45039,41677,18085,0,0,1
44963,41634,18108,0,0,1
44913,41599,18114,0,0,1
44879,41573,18093,0,0,1
44867,41550,18047,0,0,1
44879,41526,17986,0,0,1
44896,41503,17921,0,0,1
44896,41479,17854,0,0,1
44879,41450,17795,0,0,1
44854,41417,17747,0,0,1
44810,41382,17707,0,0,1
44741,41350,17679,0,0,1
44668,41317,17667,0,0,1
44607,41283,17666,0,0,1
44553,41256,17672,0,0,1
44507,41235,17688,0,0,1
44481,41219,17700,0,0,1
44471,41208,17691,0,0,1
44461,41204,17656,0,0,1
44453,41205,17595,0,0,1
44453,41210,17507,0,0,1
44452,41214,17390,0,0,1
44431,41212,17241,0,0,1
44386,41207,17074,0,0,1
44323,41198,16915,0,0,1
44244,41188,16772,0,0,1
44142,41181,16643,0,0,1
44030,41174,16539,0,0,1
43934,41166,16474,0,0,1
43871,41159,16444,0,0,1
43839,41156,16434,0,0,1
43847,41154,16436,0,0,1
43906,41150,16445,0,0,1
44014,41141,16442,0,0,1
44151,41127,16418,0,0,1
44307,41107,16371,0,0,1
44485,41082,16297,0,0,1
44666,41052,16189,0,0,1
44825,41020,16053,0,0,1
44955,40986,15901,0,0,1
45057,40947,15738,0,0,1
45128,40907,15575,0,0,1
45169,40873,15425,0,0,1
45198,40849,15300,0,0,1
45237,40835,15208,0,0,1
45292,40826,15147,0,0,1
45365,40824,15114,0,0,1
45475,40828,15116,0,0,1
45629,40832,15153,0,0,1
45815,40835,15201,0,0,1
46022,40833,15240,0,0,1
46259,40822,15268,0,0,1
46518,40803,15275,0,0,1
46769,40782,15256,0,0,1
46983,40762,15210,0,0,1
47160,40745,15138,0,0,1
47299,40732,15039,0,0,1
47384,40727,14927,0,0,1
47407,40734,14819,0,0,1
47382,40758,14725,0,0,1
47317,40798,14644,0,0,1
47209,40856,14581,0,0,1
47079,40931,14542,0,0,1
46973,41014,14525,0,0,1
46912,41103,14523,0,0,1
46884,41199,14530,0,0,1
46893,41302,14549,0,0,1
46962,41407,14582,0,0,1
47078,41505,14627,0,0,1
47206,41592,14672,0,0,1
47338,41671,14716,0,0,1
47476,41742,14770,0,0,1
47595,41811,14833,0,0,1
47665,41882,14897,0,0,1
47697,41952,14971,0,0,1
47715,42016,15069,0,0,1
47702,42073,15182,0,0,1
47636,42129,15307,0,0,1
47533,42181,15451,0,0,1
47421,42226,15618,0,0,1
47292,42261,15804,0,0,1
47140,42289,16008,0,0,1
46994,42313,16225,0,0,1
46876,42331,16446,0,0,1
46772,42345,16662,0,0,1
46668,42354,16875,0,0,1
46581,42363,17080,0,0,1
46522,42373,17268,0,0,1
46467,42388,17434,0,0,1
46401,42407,17581,0,0,1
46346,42432,17716,0,0,1
46320,42459,17839,0,0,1
46307,42488,17932,0,0,1
46301,42517,17992,0,0,1
46320,42543,18035,0,0,1
46362,42565,18069,0,0,1
46392,42585,18086,0,0,1
46398,42600,18095,0,0,1
46396,42601,18113,0,0,1
46382,42592,18148,0,0,1
46335,42577,18204,0,0,1
46264,42564,18291,0,0,1
46200,42553,18406,0,0,1
46146,42541,18539,0,0,1
46085,42526,18680,0,0,1
46029,42510,18817,0,0,1
46005,42492,18940,0,0,1
46013,42471,19036,0,0,1
46038,42450,19099,0,0,1
46087,42426,19132,0,0,1
46178,42392,19136,0,0,1
46288,42352,19113,0,0,1
46380,42310,19064,0,0,1
46447,42265,19003,0,0,1
46491,42216,18947,0,0,1
46490,42161,18896,0,0,1
46424,42102,18850,0,0,1
46311,42047,18813,0,0,1
46179,42003,18789,0,0,1
46021,41973,18764,0,0,1
45838,41955,18728,0,0,1
45666,41946,18680,0,0,1
45540,41944,18619,0,0,1
45459,41942,18539,0,0,1
45415,41940,18443,0,0,1
45423,41942,18343,0,0,1
45488,41944,18244,0,0,1
45580,41941,18139,0,0,1
45679,41927,18033,0,0,1
45788,41902,17936,0,0,1
45897,41869,17853,0,0,1
45971,41835,17792,0,0,1
45999,41807,17761,0,0,1
46005,41784,17754,0,0,1
46006,41766,17758,0,0,1
45990,41753,17772,0,0,1
45963,41746,17792,0,0,1
45964,41743,17808,0,0,1
46006,41736,17813,0,0,1
46058,41723,17805,0,0,1
46109,41706,17787,0,0,1
46173,41681,17768,0,0,1
46242,41647,17745,0,0,1
46281,41611,17705,0,0,1
46287,41572,17651,0,0,1
46285,41528,17589,0,0,1
46281,41481,17516,0,0,1
46260,41438,17426,0,0,1
46234,41407,17320,0,0,1
46229,41387,17210,0,0,1
46236,41375,17100,0,0,1
46235,41364,16986,0,0,1
46235,41349,16876,0,0,1
46251,41327,16785,0,0,1
46263,41300,16709,0,0,1
46245,41274,16641,0,0,1
46208,41248,16585,0,0,1
46171,41222,16536,0,0,1
46116,41193,16490,0,0,1
46026,41165,16444,0,0,1
45927,41142,16395,0,0,1
45847,41125,16336,0,0,1
45775,41110,16267,0,0,1
45704,41094,16192,0,0,1
45655,41082,16116,0,0,1
45638,41072,16039,0,0,1
45626,41064,15961,0,0,1
45596,41058,15889,0,0,1
45559,41049,15828,0,0,1
45517,41031,15781,0,0,1
45450,41006,15746,0,0,1
45362,40978,15725,0,0,1
45279,40954,15717,0,0,1
45210,40934,15713,0,0,1
45143,40916,15696,0,0,1
45083,40903,15658,0,0,1
45057,40894,15611,0,0,1
45071,40889,15564,0,0,1
45102,40890,15511,0,0,1
45145,40894,15455,0,0,1
45220,40899,15410,0,0,1
45328,40902,15378,0,0,1
45442,40901,15356,0,0,1
45565,40895,15346,0,0,1
45714,40883,15345,0,0,1
45871,40858,15349,0,0,1
46003,40819,15354,0,0,1
46112,40776,15359,0,0,1
46219,40732,15361,0,0,1
46317,40684,15352,0,0,1
46386,40633,15332,0,0,1
46431,40580,15311,0,0,1
46466,40529,15292,0,0,1
46475,40483,15279,0,0,1
46438,40443,15281,0,0,1
46376,40406,15306,0,0,1
46313,40369,15355,0,0,1
46246,40335,15425,0,0,1
46170,40303,15512,0,0,1
46114,40274,15615,0,0,1
46101,40245,15729,0,0,1
46116,40211,15841,0,0,1
46141,40179,15941,0,0,1
46197,40156,16028,0,0,1
46292,40147,16102,0,0,1
46399,40153,16155,0,0,1
46498,40179,16187,0,0,1
46594,40224,16218,0,0,1
46694,40286,16262,0,0,1
46780,40366,16322,0,0,1
46845,40461,16410,0,0,1
46909,40571,16552,0,0,1
46983,40687,16754,0,0,1
47055,40803,16996,0,0,1
47126,40916,17270,0,0,1
47220,41022,17576,0,0,1
47335,41112,17896,0,0,1
47438,41185,18192,0,0,1
47517,41250,18438,0,0,1
47580,41309,18630,0,0,1
47609,41364,18758,0,0,1
47571,41419,18817,0,0,1
47462,41476,18817,0,0,1
47308,41530,18780,0,0,1
47125,41582,18721,0,0,1
46920,41633,18658,0,0,1
46728,41679,18614,0,0,1
46593,41713,18608,0,0,1
46525,41733,18639,0,0,1
46506,41737,18701,0,0,1
46539,41732,18792,0,0,1
46630,41720,18905,0,0,1
46748,41704,19026,0,0,1
46855,41691,19144,0,0,1
46945,41688,19254,0,0,1
47023,41699,19348,0,0,1
47068,41724,19414,0,0,1
47062,41763,19452,0,0,1
47018,41813,19468,0,0,1
46957,41865,19464,0,0,1
46868,41917,19440,0,0,1
46747,41972,19403,0,0,1
46626,42029,19347,0,0,1
46531,42078,19269,0,0,1
46452,42112,19173,0,0,1
46381,42137,19064,0,0,1
46342,42156,18939,0,0,1
46342,42166,18796,0,0,1
46358,42165,18642,0,0,1
46370,42157,18488,0,0,1
46388,42143,18340,0,0,1
46417,42126,18199,0,0,1
46433,42113,18068,0,0,1
46425,42106,17955,0,0,1
46412,42103,17865,0,0,1
46402,42102,17787,0,0,1
46369,42099,17705,0,0,1
46303,42091,17617,0,0,1
46226,42080,17526,0,0,1
46149,42062,17424,0,0,1
46068,42033,17298,0,0,1
45994,41999,17157,0,0,1
45952,41962,17019,0,0,1
45945,41922,16886,0,0,1
45962,41884,16755,0,0,1
46008,41851,16636,0,0,1
46088,41822,16537,0,0,1
46185,41801,16456,0,0,1
46267,41794,16386,0,0,1
46328,41799,16332,0,0,1
46368,41811,16300,0,0,1
46374,41819,16283,0,0,1
46326,41821,16268,0,0,1
46227,41820,16260,0,0,1
46095,41815,16261,0,0,1
45940,41805,16263,0,0,1
45765,41791,16254,0,0,1
45589,41772,16240,0,0,1
45438,41746,16226,0,0,1
45321,41721,16201,0,0,1
45238,41701,16158,0,0,1
45198,41685,16108,0,0,1
45204,41671,16055,0,0,1
45236,41657,15990,0,0,1
45274,41647,15911,0,0,1
45312,41642,15833,0,0,1
45350,41642,15770,0,0,1
45381,41643,15714,0,0,1
45398,41639,15664,0,0,1
45409,41624,15631,0,0,1
45418,41595,15611,0,0,1
45421,41561,15589,0,0,1
45425,41527,15558,0,0,1
45454,41494,15518,0,0,1
45514,41459,15466,0,0,1
45585,41424,15394,0,0,1
45658,41395,15304,0,0,1
45739,41375,15210,0,0,1
45816,41358,15118,0,0,1
45851,41342,15029,0,0,1
45831,41325,14949,0,0,1
45775,41304,14885,0,0,1
45689,41281,14841,0,0,1
45561,41257,14817,0,0,1
45405,41232,14815,0,0,1
45257,41204,14833,0,0,1
45135,41171,14861,0,0,1
45040,41137,14894,0,0,1
44991,41111,14925,0,0,1
45008,41094,14943,0,0,1
45073,41082,14938,0,0,1
45158,41074,14905,0,0,1
45267,41069,14848,0,0,1
45404,41064,14764,0,0,1
45536,41059,14660,0,0,1
45629,41054,14546,0,0,1
45691,41042,14430,0,0,1
45739,41024,14317,0,0,1
45758,41003,14217,0,0,1
45741,40980,14137,0,0,1
45713,40954,14080,0,0,1
45701,40929,14045,0,0,1
45700,40904,14030,0,0,1
45703,40885,14031,0,0,1
45739,40876,14041,0,0,1
45821,40874,14049,0,0,1
45928,40872,14046,0,0,1
46037,40868,14034,0,0,1
46150,40863,14013,0,0,1
46259,40855,13978,0,0,1
46326,40842,13921,0,0,1
46331,40823,13847,0,0,1
46289,40792,13767,0,0,1
46204,40750,13680,0,0,1
46066,40700,13581,0,0,1
45895,40647,13477,0,0,1
45727,40590,13385,0,0,1
45575,40532,13307,0,0,1
45435,40476,13238,0,0,1
45325,40429,13186,0,0,1
45271,40395,13167,0,0,1
45268,40372,13186,0,0,1
45283,40359,13234,0,0,1
45312,40356,13315,0,0,1
45364,40357,13440,0,0,1
45424,40358,13605,0,0,1
45468,40356,13800,0,0,1
45500,40346,14018,0,0,1
45538,40322,14253,0,0,1
45569,40284,14488,0,0,1
45574,40241,14709,0,0,1
45563,40200,14915,0,0,1
45559,40165,15103,0,0,1
45553,40139,15265,0,0,1
45534,40129,15394,0,0,1
45517,40143,15504,0,0,1
45516,40178,15604,0,0,1
45521,40227,15693,0,0,1
45518,40289,15776,0,0,1
45519,40365,15858,0,0,1
45537,40452,15943,0,0,1
45560,40548,16028,0,0,1
45577,40650,16119,0,0,1
45591,40753,16217,0,0,1
45608,40850,16321,0,0,1
45617,40944,16420,0,0,1
45614,41037,16507,0,0,1
45611,41127,16578,0,0,1
45615,41211,16630,0,0,1
45615,41289,16662,0,0,1
45608,41360,16675,0,0,1
45606,41425,16671,0,0,1
45611,41482,16652,0,0,1
45614,41532,16628,0,0,1
45608,41582,16610,0,0,1
45599,41632,16606,0,0,1
45587,41679,16624,0,0,1
45558,41721,16666,0,0,1
45508,41758,16737,0,0,1
45450,41787,16839,0,0,1
45390,41812,16959,0,0,1
45315,41835,17086,0,0,1
45225,41855,17215,0,0,1
45139,41872,17338,0,0,1
45061,41888,17442,0,0,1
44983,41908,17515,0,0,1
44910,41937,17555,0,0,1
44865,41973,17563,0,0,1
44846,42010,17536,0,0,1
44829,42050,17474,0,0,1
44813,42093,17386,0,0,1
44811,42140,17284,0,0,1
44810,42193,17175,0,0,1
44788,42247,17064,0,0,1
44759,42297,16965,0,0,1
44736,42337,16884,0,0,1
44706,42370,16815,0,0,1
44657,42397,16755,0,0,1
44608,42417,16723,0,0,1
44576,42429,16718,0,0,1
44539,42433,16725,0,0,1
44485,42431,16735,0,0,1
44440,42425,16759,0,0,1
44421,42414,16798,0,0,1
44406,42395,16838,0,0,1
44383,42368,16873,0,0,1
44368,42335,16912,0,0,1
44361,42298,16955,0,0,1
44334,42257,16996,0,0,1
44277,42216,17030,0,0,1
44212,42178,17061,0,0,1
44147,42141,17087,0,0,1
44067,42105,17096,0,0,1
43970,42076,17088,0,0,1
43887,42056,17069,0,0,1
43826,42040,17038,0,0,1
43765,42029,16995,0,0,1
43696,42022,16949,0,0,1
43641,42018,16903,0,0,1
43609,42014,16852,0,0,1
43584,42010,16796,0,0,1
43571,42005,16741,0,0,1
43593,41999,16686,0,0,1
43643,41991,16630,0,0,1
43696,41979,16578,0,0,1
43754,41968,16534,0,0,1
43826,41958,16489,0,0,1
43888,41945,16440,0,0,1
43910,41930,16389,0,0,1
43900,41912,16335,0,0,1
43878,41889,16268,0,0,1
43830,41867,16185,0,0,1
43742,41851,16090,0,0,1
43632,41837,15984,0,0,1
43524,41822,15865,0,0,1
43416,41800,15735,0,0,1
43304,41770,15608,0,0,1
43212,41733,15497,0,0,1
43159,41688,15407,0,0,1
43130,41635,15343,0,0,1
43101,41581,15311,0,0,1
43079,41526,15313,0,0,1
43072,41468,15343,0,0,1
43064,41413,15384,0,0,1
43045,41366,15432,0,0,1
43028,41327,15489,0,0,1
43021,41291,15545,0,0,1
43006,41257,15581,0,0,1
42984,41224,15593,0,0,1
42975,41195,15584,0,0,1
42977,41166,15553,0,0,1
42965,41137,15489,0,0,1
42936,41107,15396,0,0,1
42909,41073,15283,0,0,1
42889,41037,15154,0,0,1
42869,40998,15009,0,0,1
42857,40962,14859,0,0,1
42886,40936,14717,0,0,1
42965,40918,14587,0,0,1
43081,40905,14472,0,0,1
43236,40895,14390,0,0,1
43447,40885,14353,0,0,1
43699,40878,14347,0,0,1
43955,40872,14361,0,0,1
44206,40867,14394,0,0,1
44459,40859,14440,0,0,1
44697,40838,14481,0,0,1
44890,40804,14508,0,0,1
45036,40763,14511,0,0,1
45151,40717,14482,0,0,1
45227,40673,14423,0,0,1
45249,40636,14338,0,0,1
45228,40603,14232,0,0,1
45188,40572,14112,0,0,1
45139,40545,13995,0,0,1
45085,40525,13897,0,0,1
45047,40512,13837,0,0,1
