green_channel,red_channel,ir_channel,Anomaly,Anomaly_ch2
39143,13579,53512,0,0
39102,13523,53430,0,0
39043,13451,53320,0,0
38965,13362,53184,0,0
38871,13255,53024,0,0
38764,13134,52841,0,0
38645,12998,52635,0,0
38515,12848,52406,0,0
38376,12688,52160,0,0
38233,12521,51899,0,0
38085,12348,51629,0,0
37934,12171,51350,0,0
37778,11988,51064,0,0
37616,11802,50773,0,0
37453,11616,50482,0,0
37291,11435,50193,0,0
37128,11256,49910,0,0
36966,11081,49630,0,0
36809,10911,49358,0,0
36661,10747,49095,0,0
36522,10588,48842,0,0
36387,10432,48598,0,0
36255,10283,48369,0,0
36129,10142,48151,0,0
36010,10007,47943,0,0
35894,9880,47741,0,0
35782,9760,47546,0,0
35675,9647,47362,0,0
35573,9539,47188,0,0
35476,9433,47025,0,0
35385,9333,46870,0,0
35299,9236,46720,0,0
35215,9142,46571,0,0
35132,9048,46426,0,0
35052,8956,46288,0,0
34975,8868,46158,0,0
34900,8783,46034,0,0
34830,8703,45917,0,0
34762,8631,45804,0,0
34695,8562,45692,0,0
34625,8495,45578,0,0
34555,8430,45461,0,0
34486,8365,45343,0,0
34417,8298,45222,0,0
34349,8226,45101,0,0
34281,8152,44981,0,0
34212,8075,44861,0,0
34138,7991,44734,0,0
34059,7900,44596,0,0
33978,7806,44446,0,0
33895,7710,44289,0,0
33806,7611,44127,0,0
33712,7504,43959,0,0
33611,7392,43785,0,0
33508,7275,43603,0,0
33401,7154,43414,0,0
33291,7028,43218,0,0
33175,6899,43015,0,0
33053,6768,42806,0,0
32923,6633,42589,0,0
32788,6496,42365,0,0
32654,6356,42137,0,0
32523,6216,41914,0,0
32402,6083,41706,0,0
32298,5970,41528,0,0
32224,5892,41404,0,0
32200,5870,41367,0,0
32245,5928,41455,0,0
32382,6093,41710,0,0
32634,6387,42169,0,0
33019,6828,42857,0,0
33535,7417,43774,0,0
34168,8140,44894,0,0
34893,8970,46171,0,0
35675,9866,47547,0,0
36478,10789,48963,0,0
37274,11701,50363,0,0
38035,12572,51699,0,0
38735,13375,52935,0,0
39359,14091,54046,0,0
39902,14710,55017,0,0
40361,15228,55841,0,0
40737,15647,56521,0,0
41034,15973,57061,0,0
41258,16215,57469,0,0
41415,16377,57755,0,0
41508,16465,57929,0,0
41545,16491,58005,0,0
41531,16463,57997,0,0
41475,16391,57915,0,0
41386,16284,57774,0,0
41275,16148,57588,0,0
41147,15993,57366,0,0
41008,15827,57119,0,0
40863,15658,56857,0,0
40714,15486,56587,0,0
40563,15313,56317,0,0
40415,15141,56051,0,0
40271,14976,55799,0,0
40134,14821,55565,0,0
40009,14682,55353,0,0
39897,14561,55163,0,0
39800,14458,54998,0,0
39719,14369,54854,0,0
39649,14291,54726,0,0
39589,14221,54612,0,0
39534,14157,54507,0,0
39481,14095,54405,0,0
39423,14029,54298,0,0
39355,13954,54177,0,0
39276,13866,54036,0,0
39187,13764,53875,0,0
39088,13650,53697,0,0
38980,13527,53502,0,0
38865,13397,53295,0,0
38749,13264,53078,0,0
38635,13130,52860,0,0
38525,13002,52649,0,0
38420,12883,52455,0,0
38324,12776,52283,0,0
38240,12683,52137,0,0
38171,12605,52017,0,0
38117,12546,51926,0,0
38080,12509,51865,0,0
38060,12492,51833,0,0
38057,12492,51826,0,0
38068,12507,51843,0,0
38093,12535,51882,0,0
38130,12573,51940,0,0
38174,12617,52007,0,0
38218,12665,52077,0,0
38259,12713,52147,0,0
38295,12758,52209,0,0
38326,12794,52257,0,0
38344,12816,52283,0,0
38346,12821,52283,0,0
38330,12806,52254,0,0
38297,12766,52194,0,0
38245,12702,52105,0,0
38173,12616,51982,0,0
38083,12509,51825,0,0
37975,12383,51637,0,0
37853,12241,51424,0,0
37719,12086,51189,0,0
37577,11918,50937,0,0
37426,11739,50671,0,0
37267,11555,50393,0,0
37104,11367,50104,0,0
36939,11178,49809,0,0
36773,10989,49513,0,0
36607,10801,49218,0,0
36446,10616,48930,0,0
36291,10438,48650,0,0
36139,10264,48377,0,0
35989,10097,48111,0,0
35840,9938,47853,0,0
35696,9782,47603,0,0
35554,9627,47357,0,0
35413,9473,47117,0,0
35278,9323,46881,0,0
35147,9176,46650,0,0
35019,9031,46420,0,0
34889,8887,46190,0,0
34757,8743,45960,0,0
34622,8599,45727,0,0
34485,8451,45494,0,0
34349,8302,45261,0,0
34215,8151,45026,0,0
34082,7999,44791,0,0
33950,7848,44559,0,0
33820,7701,44331,0,0
33693,7560,44109,0,0
33571,7423,43890,0,0
33452,7291,43672,0,0
33335,7163,43457,0,0
33220,7040,43244,0,0
33105,6920,43029,0,0
32989,6798,42811,0,0
32870,6674,42593,0,0
32751,6548,42373,0,0
32628,6414,42152,0,0
32502,6273,41926,0,0
32371,6128,41696,0,0
32235,5980,41462,0,0
32092,5828,41220,0,0
31944,5672,40968,0,0
31793,5512,40705,0,0
31637,5348,40430,0,0
31478,5180,40146,0,0
31321,5011,39859,0,0
31166,4841,39575,0,0
31013,4673,39298,0,0
30867,4511,39031,0,0
30733,4363,38785,0,0
30622,4239,38581,0,0
30549,4157,38448,0,0
30532,4142,38422,0,0
30596,4223,38547,0,0
30768,4425,38867,0,0
31066,4768,39419,0,0
31503,5266,40224,0,0
32080,5923,41277,0,0
32784,6721,42548,0,0
33589,7632,43985,0,0
34457,8613,45524,0,0
35348,9621,47094,0,0
36223,10616,48632,0,0
37055,11563,50090,0,0
37822,12434,51430,0,0
38508,13210,52627,0,0
39105,13880,53664,0,0
39610,14437,54535,0,0
40020,14883,55242,0,0
40334,15226,55795,0,0
40562,15476,56204,0,0
40715,15641,56483,0,0
40802,15730,56646,0,0
40829,15753,56708,0,0
40804,15720,56680,0,0
40737,15640,56572,0,0
40635,15520,56398,0,0
40505,15367,56170,0,0
40354,15189,55904,0,0
40189,14995,55615,0,0
40020,14796,55315,0,0
39854,14599,55017,0,0
39694,14408,54728,0,0
39542,14226,54455,0,0
39404,14059,54202,0,0
39280,13910,53977,0,0
39172,13786,53781,0,0
39082,13686,53618,0,0
39014,13607,53488,0,0
38965,13547,53388,0,0
38932,13502,53314,0,0
38911,13472,53259,0,0
38894,13447,53215,0,0
38877,13421,53171,0,0
38853,13386,53116,0,0
38817,13337,53040,0,0
38767,13274,52939,0,0
38702,13195,52811,0,0
38623,13100,52657,0,0
38532,12993,52481,0,0
38431,12874,52291,0,0
38324,12749,52097,0,0
38215,12622,51905,0,0
38108,12499,51722,0,0
38009,12385,51552,0,0
37924,12281,51396,0,0
37852,12190,51259,0,0
37792,12117,51146,0,0
37748,12067,51062,0,0
37722,12040,51010,0,0
37715,12032,50991,0,0
37724,12042,51004,0,0
37749,12067,51043,0,0
37786,12107,51101,0,0
37834,12156,51175,0,0
37889,12209,51258,0,0
37943,12266,51345,0,0
37992,12322,51426,0,0
38034,12367,51494,0,0
38067,12396,51547,0,0
38089,12409,51579,0,0
38096,12404,51586,0,0
38089,12381,51562,0,0
38066,12342,51511,0,0
38027,12286,51431,0,0
37972,12210,51321,0,0
37896,12115,51181,0,0
37801,12003,51012,0,0
37689,11876,50817,0,0
37563,11737,50602,0,0
37429,11585,50370,0,0
37288,11423,50122,0,0
37142,11255,49863,0,0
36992,11082,49599,0,0
36837,10903,49327,0,0
36680,10719,49048,0,0
36521,10532,48760,0,0
36363,10344,48469,0,0
36203,10157,48180,0,0
36044,9974,47895,0,0
35886,9795,47616,0,0
35728,9616,47341,0,0
35573,9439,47069,0,0
35421,9267,46806,0,0
35277,9104,46556,0,0
35143,8952,46320,0,0
35017,8810,46094,0,0
34897,8676,45878,0,0
34783,8550,45672,0,0
34674,8429,45477,0,0
34572,8312,45292,0,0
34476,8199,45117,0,0
34385,8093,44950,0,0
34298,7991,44789,0,0
34211,7891,44628,0,0
34127,7791,44467,0,0
34044,7690,44309,0,0
33962,7586,44153,0,0
33880,7481,43998,0,0
33797,7378,43844,0,0
33714,7276,43693,0,0
33632,7176,43545,0,0
33552,7079,43403,0,0
33477,6988,43268,0,0
33407,6905,43141,0,0
33343,6828,43022,0,0
33280,6755,42907,0,0
33215,6680,42791,0,0
33146,6600,42669,0,0
33072,6518,42541,0,0
32999,6434,42411,0,0
32925,6348,42277,0,0
32848,6255,42135,0,0
32762,6154,41980,0,0
32669,6047,41812,0,0
32569,5936,41633,0,0
32464,5818,41443,0,0
32351,5688,41239,0,0
32230,5548,41024,0,0
32102,5401,40797,0,0
31968,5250,40559,0,0
31829,5093,40311,0,0
31684,4931,40054,0,0
31534,4763,39791,0,0
31384,4593,39523,0,0
31239,4426,39258,0,0
31105,4269,39006,0,0
30988,4131,38781,0,0
30898,4022,38609,0,0
30853,3964,38523,0,0
30877,3982,38566,0,0
30995,4108,38785,0,0
31233,4374,39225,0,0
31610,4802,39921,0,0
32133,5400,40879,0,0
32798,6156,42082,0,0
33581,7043,43481,0,0
34445,8018,45009,0,0
35345,9037,46594,0,0
36246,10056,48170,0,0
37115,11037,49683,0,0
37924,11948,51091,0,0
38651,12766,52362,0,0
39287,13480,53476,0,0
39826,14087,54426,0,0
40270,14586,55215,0,0
40625,14981,55850,0,0
40902,15282,56344,0,0
41106,15497,56707,0,0
41241,15637,56954,0,0
41317,15711,57097,0,0
41341,15727,57148,0,0
41323,15695,57121,0,0
41272,15621,57031,0,0
41194,15513,56891,0,0
41094,15380,56713,0,0
40978,15231,56509,0,0
40852,15074,56287,0,0
40722,14914,56057,0,0
40594,14758,55827,0,0
40470,14610,55603,0,0
40354,14472,55396,0,0
40251,14349,55209,0,0
40164,14242,55045,0,0
40094,14152,54906,0,0
40042,14081,54793,0,0
40005,14025,54704,0,0
39979,13982,54635,0,0
39959,13948,54579,0,0
39944,13923,54528,0,0
39929,13901,54475,0,0
39911,13876,54419,0,0
39882,13840,54352,0,0
39841,13790,54269,0,0
39788,13724,54168,0,0
39725,13643,54045,0,0
39650,13545,53897,0,0
39564,13435,53730,0,0
39469,13318,53552,0,0
39369,13198,53370,0,0
39269,13080,53189,0,0
39174,12969,53016,0,0
39089,12869,52857,0,0
39017,12784,52717,0,0
38959,12714,52601,0,0
38914,12661,52509,0,0
38881,12626,52445,0,0
38861,12608,52408,0,0
38857,12606,52394,0,0
38868,12616,52404,0,0
38891,12637,52432,0,0
38924,12667,52473,0,0
38962,12702,52521,0,0
39001,12738,52574,0,0
39039,12771,52622,0,0
39069,12796,52660,0,0
39089,12813,52684,0,0
39098,12820,52690,0,0
39098,12813,52677,0,0
39084,12790,52642,0,0
39056,12750,52581,0,0
39011,12691,52493,0,0
38950,12614,52382,0,0
38873,12519,52247,0,0
38784,12410,52091,0,0
38685,12289,51914,0,0
38575,12154,51719,0,0
38455,12007,51510,0,0
38328,11855,51289,0,0
38198,11700,51059,0,0
38066,11543,50822,0,0
37932,11384,50578,0,0
37796,11223,50325,0,0
37659,11064,50069,0,0
37521,10904,49812,0,0
37385,10744,49561,0,0
37254,10585,49316,0,0
37126,10430,49077,0,0
37003,10280,48846,0,0
36884,10136,48624,0,0
36769,9995,48413,0,0
36655,9856,48210,0,0
36541,9721,48015,0,0
36430,9589,47827,0,0
36325,9463,47643,0,0
36224,9343,47464,0,0
36126,9228,47287,0,0
36030,9117,47112,0,0
35935,9010,46938,0,0
35841,8905,46769,0,0
35749,8800,46606,0,0
35660,8695,46447,0,0
35574,8590,46288,0,0
35488,8487,46130,0,0
35403,8388,45975,0,0
35319,8292,45826,0,0
35239,8201,45682,0,0
35163,8114,45543,0,0
35088,8031,45412,0,0
35018,7955,45293,0,0
34955,7885,45185,0,0
34899,7819,45086,0,0
34846,7755,44988,0,0
34796,7692,44890,0,0
34748,7631,44793,0,0
34701,7573,44698,0,0
34655,7518,44608,0,0
34608,7466,44522,0,0
34565,7417,44439,0,0
34524,7367,44356,0,0
34481,7315,44270,0,0
34436,7261,44182,0,0
34386,7207,44088,0,0
34333,7149,43985,0,0
34278,7082,43874,0,0
34217,7008,43754,0,0
34149,6929,43627,0,0
34075,6843,43495,0,0
33997,6750,43357,0,0
33915,6653,43213,0,0
33830,6554,43062,0,0
33743,6454,42903,0,0
33653,6351,42738,0,0
33560,6245,42569,0,0
33466,6136,42392,0,0
33369,6023,42208,0,0
33270,5909,42020,0,0
33168,5792,41831,0,0
33068,5676,41648,0,0
32974,5567,41480,0,0
32899,5477,41348,0,0
32859,5429,41279,0,0
32874,5445,41312,0,0
32971,5555,41495,0,0
33176,5791,41873,0,0
33510,6176,42480,0,0
33981,6718,43329,0,0
34578,7406,44401,0,0
35280,8211,45648,0,0
36055,9095,47008,0,0
36867,10018,48420,0,0
37674,10937,49823,0,0
38442,11813,51167,0,0
39149,12622,52415,0,0
39784,13347,53541,0,0
40341,13980,54532,0,0
40817,14516,55382,0,0
41214,14958,56092,0,0
41535,15310,56668,0,0
41784,15579,57118,0,0
41969,15773,57452,0,0
42094,15900,57682,0,0
42167,15968,57818,0,0
42195,15984,57871,0,0
42184,15958,57851,0,0
42139,15894,57770,0,0
42065,15798,57638,0,0
41968,15676,57466,0,0
41852,15537,57264,0,0
41726,15388,57043,0,0
41594,15237,56815,0,0
41464,15087,56589,0,0
41337,14942,56370,0,0
41219,14806,56166,0,0
41112,14686,55981,0,0
41019,14583,55819,0,0
40941,14494,55677,0,0
40879,14419,55561,0,0
40835,14361,55471,0,0
40804,14317,55401,0,0
40783,14284,55343,0,0
40769,14258,55295,0,0
40760,14236,55252,0,0
40749,14212,55211,0,0
40733,14186,55162,0,0
40707,14152,55096,0,0
40669,14106,55010,0,0
40620,14045,54903,0,0
40559,13969,54779,0,0
40485,13882,54638,0,0
40401,13788,54483,0,0
40313,13689,54321,0,0
40228,13592,54164,0,0
40152,13503,54020,0,0
40088,13425,53897,0,0
40037,13361,53797,0,0
40001,13314,53723,0,0
39981,13287,53676,0,0
39977,13277,53654,0,0
39984,13282,53653,0,0
40001,13303,53671,0,0
40028,13338,53706,0,0
40063,13383,53756,0,0
40103,13438,53819,0,0
40146,13498,53889,0,0
40188,13555,53961,0,0
40227,13604,54025,0,0
40260,13645,54078,0,0
40287,13676,54118,0,0
40305,13693,54144,0,0
40312,13697,54153,0,0
40308,13688,54144,0,0
40292,13667,54115,0,0
40265,13634,54065,0,0
40228,13587,53997,0,0
40183,13525,53911,0,0
40130,13451,53803,0,0
40067,13365,53674,0,0
39994,13268,53529,0,0
39912,13163,53371,0,0
39823,13049,53201,0,0
39726,12927,53018,0,0
39622,12800,52826,0,0
39510,12670,52626,0,0
39393,12535,52417,0,0
39269,12394,52199,0,0
39141,12246,51975,0,0
39009,12092,51743,0,0
38876,11936,51506,0,0
38744,11779,51267,0,0
38611,11623,51030,0,0
38478,11469,50796,0,0
38346,11319,50567,0,0
38219,11171,50342,0,0
38095,11025,50121,0,0
37976,10885,49904,0,0
37863,10753,49694,0,0
37757,10625,49495,0,0
37653,10500,49305,0,0
37549,10379,49121,0,0
37448,10263,48942,0,0
37352,10153,48767,0,0
37260,10048,48596,0,0
37170,9941,48427,0,0
37079,9830,48260,0,0
36981,9716,48090,0,0
36877,9602,47919,0,0
36771,9489,47744,0,0
36668,9378,47568,0,0
36570,9270,47395,0,0
36475,9165,47229,0,0
36384,9066,47068,0,0
36298,8972,46912,0,0
36217,8882,46764,0,0
36140,8796,46624,0,0
36068,8714,46493,0,0
36001,8636,46368,0,0
35938,8561,46247,0,0
35875,8491,46130,0,0
35813,8424,46017,0,0
35752,8356,45905,0,0
35688,8286,45793,0,0
35619,8212,45679,0,0
35548,8132,45562,0,0
35475,8048,45439,0,0
35401,7963,45310,0,0
35325,7877,45180,0,0
35246,7790,45050,0,0
35167,7701,44917,0,0
35089,7612,44784,0,0
35014,7523,44649,0,0
34940,7437,44513,0,0
34868,7351,44376,0,0
34796,7266,44238,0,0
34724,7181,44096,0,0
34649,7098,43954,0,0
34571,7015,43811,0,0
34490,6928,43666,0,0
34405,6837,43519,0,0
34318,6743,43370,0,0
34229,6642,43213,0,0
34138,6534,43049,0,0
34043,6421,42875,0,0
33945,6300,42692,0,0
33843,6170,42497,0,0
33731,6030,42287,0,0
33610,5885,42065,0,0
33481,5735,41832,0,0
33347,5586,41596,0,0
33215,5444,41366,0,0
33097,5320,41159,0,0
33008,5228,41005,0,0
32967,5192,40944,0,0
33005,5247,41026,0,0
33149,5426,41304,0,0
33425,5756,41821,0,0
33848,6251,42602,0,0
34416,6908,43639,0,0
35111,7706,44887,0,0
35895,8607,46284,0,0
36731,9567,47761,0,0
37581,10539,49255,0,0
38407,11483,50705,0,0
39181,12366,52064,0,0
39882,13163,53297,0,0
40500,13862,54383,0,0
41026,14455,55312,0,0
41460,14943,56085,0,0
41806,15330,56708,0,0
42073,15630,57193,0,0
42270,15850,57553,0,0
42401,15994,57801,0,0
42475,16067,57948,0,0
42499,16080,58007,0,0
42483,16046,57991,0,0
42434,15973,57911,0,0
42357,15868,57777,0,0
42255,15737,57600,0,0
42134,15586,57389,0,0
41998,15419,57155,0,0
41854,15241,56907,0,0
41706,15064,56653,0,0
41558,14891,56399,0,0
41415,14725,56150,0,0
41280,14571,55912,0,0
41154,14429,55692,0,0
41040,14301,55491,0,0
40939,14186,55311,0,0
40849,14083,55150,0,0
40768,13994,55007,0,0
40698,13917,54877,0,0
40635,13848,54758,0,0
40577,13781,54648,0,0
40521,13715,54542,0,0
40461,13645,54433,0,0
40394,13568,54314,0,0
40321,13485,54182,0,0
40240,13394,54036,0,0
40151,13296,53876,0,0
40057,13190,53708,0,0
39959,13081,53535,0,0
39866,12976,53366,0,0
39782,12880,53205,0,0
39706,12795,53059,0,0
39639,12720,52937,0,0
39585,12662,52840,0,0
39551,12625,52773,0,0
39537,12611,52738,0,0
39543,12620,52740,0,0
39571,12652,52776,0,0
39618,12705,52841,0,0
39680,12774,52932,0,0
39751,12855,53042,0,0
39829,12944,53165,0,0
39909,13035,53295,0,0
39988,13124,53423,0,0
40063,13208,53544,0,0
40131,13283,53651,0,0
40187,13345,53736,0,0
40232,13391,53799,0,0
40264,13421,53836,0,0
40277,13429,53843,0,0
40268,13414,53820,0,0
40239,13378,53771,0,0
40194,13323,53695,0,0
40136,13250,53594,0,0
40065,13160,53466,0,0
39979,13055,53311,0,0
39880,12936,53132,0,0
39768,12806,52933,0,0
39647,12666,52719,0,0
39517,12516,52495,0,0
39381,12359,52263,0,0
39243,12199,52023,0,0
39104,12037,51778,0,0
38968,11878,51535,0,0
38837,11726,51296,0,0
38710,11578,51063,0,0
38585,11433,50833,0,0
38461,11291,50608,0,0
38340,11153,50392,0,0
38222,11018,50185,0,0
38107,10888,49985,0,0
37998,10766,49790,0,0
37894,10650,49607,0,0
37797,10539,49434,0,0
37706,10436,49271,0,0
37619,10341,49115,0,0
37537,10252,48965,0,0
37459,10163,48820,0,0
37383,10077,48681,0,0
37310,9993,48545,0,0
37239,9912,48417,0,0
37171,9835,48299,0,0
37108,9761,48187,0,0
37049,9692,48080,0,0
36993,9629,47980,0,0
36941,9571,47889,0,0
36893,9518,47806,0,0
36850,9470,47728,0,0
36810,9427,47652,0,0
36772,9387,47577,0,0
36739,9346,47507,0,0
36708,9305,47441,0,0
36678,9265,47379,0,0
36648,9226,47316,0,0
36615,9187,47253,0,0
36580,9148,47192,0,0
36542,9109,47130,0,0
36500,9069,47069,0,0
36459,9027,47005,0,0
36420,8984,46938,0,0
36385,8940,46867,0,0
36349,8892,46792,0,0
36309,8840,46715,0,0
36264,8787,46636,0,0
36213,8732,46554,0,0
36160,8676,46468,0,0
36108,8619,46375,0,0
36056,8560,46277,0,0
36003,8500,46171,0,0
35947,8438,46056,0,0
35886,8368,45931,0,0
35820,8292,45798,0,0
35746,8207,45656,0,0
35663,8114,45504,0,0
35571,8014,45340,0,0
35471,7904,45166,0,0
35364,7786,44980,0,0
35252,7661,44785,0,0
35138,7533,44588,0,0
35027,7408,44398,0,0
34927,7296,44230,0,0
34853,7215,44106,0,0
34821,7185,44064,0,0
34856,7231,44143,0,0
34982,7386,44384,0,0
35222,7673,44825,0,0
35586,8102,45485,0,0
36071,8667,46355,0,0
36660,9350,47400,0,0
37325,10122,48573,0,0
38038,10946,49821,0,0
38762,11781,51087,0,0
39465,12590,52318,0,0
40123,13347,53476,0,0
40724,14035,54536,0,0
41257,14643,55486,0,0
41719,15165,56314,0,0
42109,15602,57018,0,0
42432,15958,57600,0,0
42689,16242,58067,0,0
42886,16459,58424,0,0
43027,16611,58682,0,0
43116,16705,58850,0,0
43158,16744,58937,0,0
43158,16732,58948,0,0
43122,16674,58895,0,0
43055,16581,58790,0,0
42963,16461,58641,0,0
42853,16319,58454,0,0
42729,16160,58240,0,0
42595,15993,58007,0,0
42453,15823,57765,0,0
42310,15653,57521,0,0
42169,15491,57282,0,0
42038,15341,57054,0,0
41918,15206,56842,0,0
41811,15087,56647,0,0
41718,14985,56472,0,0
41637,14901,56320,0,0
41569,14831,56191,0,0
41509,14770,56079,0,0
41454,14711,55977,0,0
41403,14653,55880,0,0
41355,14596,55782,0,0
41302,14536,55680,0,0
41240,14471,55566,0,0
41173,14397,55440,0,0
41099,14313,55302,0,0
41020,14222,55155,0,0
40939,14123,55004,0,0
40859,14023,54856,0,0
40785,13929,54717,0,0
40718,13846,54595,0,0
40662,13780,54497,0,0
40621,13734,54424,0,0
40598,13707,54379,0,0
40592,13700,54361,0,0
40601,13713,54371,0,0
40625,13743,54407,0,0
40662,13788,54468,0,0
40709,13847,54549,0,0
40764,13917,54645,0,0
40826,13994,54750,0,0
40890,14072,54857,0,0
40952,14147,54956,0,0
41011,14216,55046,0,0
41062,14274,55127,0,0
41101,14319,55193,0,0
41128,14349,55241,0,0
41144,14363,55267,0,0
41147,14362,55268,0,0
41137,14344,55244,0,0
41113,14309,55193,0,0
41072,14257,55120,0,0
41017,14188,55028,0,0
40949,14102,54915,0,0
40869,14002,54778,0,0
40777,13891,54618,0,0
40674,13771,54438,0,0
40563,13645,54242,0,0
40445,13512,54034,0,0
40322,13373,53817,0,0
40197,13228,53591,0,0
40069,13080,53362,0,0
39939,12929,53132,0,0
39809,12780,52903,0,0
39680,12632,52676,0,0
39553,12487,52452,0,0
39428,12348,52232,0,0
39306,12215,52019,0,0
39189,12086,51815,0,0
39079,11960,51618,0,0
38974,11836,51427,0,0
38874,11717,51243,0,0
38779,11605,51069,0,0
38688,11502,50904,0,0
38600,11405,50747,0,0
38516,11309,50594,0,0
38435,11214,50445,0,0
38358,11122,50301,0,0
38285,11037,50164,0,0
38217,10956,50037,0,0
38153,10876,49916,0,0
38092,10801,49799,0,0
38035,10732,49691,0,0
37981,10670,49591,0,0
37929,10612,49501,0,0
37881,10557,49418,0,0
37837,10505,49340,0,0
37796,10457,49266,0,0
37758,10413,49196,0,0
37722,10373,49130,0,0
37687,10337,49067,0,0
37652,10302,49005,0,0
37618,10265,48943,0,0
37584,10225,48877,0,0
37545,10182,48805,0,0
37500,10135,48722,0,0
37448,10079,48627,0,0
37389,10014,48523,0,0
37326,9945,48412,0,0
37262,9874,48294,0,0
37198,9801,48173,0,0
37132,9725,48047,0,0
37059,9647,47917,0,0
36980,9564,47779,0,0
36896,9473,47632,0,0
36810,9380,47480,0,0
36722,9283,47325,0,0
36631,9181,47168,0,0
36540,9076,47013,0,0
36453,8976,46868,0,0
36380,8893,46747,0,0
36333,8844,46670,0,0
36328,8843,46663,0,0
36384,8910,46765,0,0
36524,9074,47016,0,0
36767,9357,47445,0,0
37117,9768,48063,0,0
37573,10300,48865,0,0
38119,10938,49823,0,0
38728,11653,50894,0,0
39368,12406,52029,0,0
40012,13160,53179,0,0
40640,13889,54303,0,0
41235,14574,55370,0,0
41783,15200,56357,0,0
42278,15765,57252,0,0
42713,16265,58046,0,0
43089,16698,58737,0,0
43408,17063,59327,0,0
43671,17362,59819,0,0
43880,17598,60212,0,0
44037,17773,60509,0,0
44147,17892,60719,0,0
44215,17959,60849,0,0
44247,17979,60907,0,0
44245,17958,60905,0,0
44211,17902,60851,0,0
44152,17819,60755,0,0
44069,17715,60622,0,0
43969,17594,60458,0,0
43859,17462,60273,0,0
43744,17325,60078,0,0
43629,17190,59882,0,0
43519,17062,59689,0,0
43417,16942,59506,0,0
43324,16834,59335,0,0
43244,16740,59181,0,0
43177,16662,59049,0,0
43124,16598,58938,0,0
43083,16547,58849,0,0
43050,16507,58778,0,0
43024,16475,58720,0,0
43002,16449,58671,0,0
42981,16424,58626,0,0
42956,16395,58578,0,0
42925,16358,58518,0,0
42886,16311,58440,0,0
42837,16252,58341,0,0
42779,16180,58222,0,0
42709,16095,58086,0,0
42628,16002,57936,0,0
42538,15903,57778,0,0
42446,15801,57615,0,0
42357,15702,57456,0,0
42276,15610,57311,0,0
42208,15529,57184,0,0
42155,15462,57079,0,0
42118,15415,57002,0,0
42095,15388,56955,0,0
42087,15377,56935,0,0
42092,15381,56938,0,0
42110,15399,56962,0,0
42138,15431,57002,0,0
42173,15474,57059,0,0
42211,15522,57128,0,0
42247,15573,57205,0,0
42282,15621,57279,0,0
42314,15663,57343,0,0
42340,15695,57394,0,0
42360,15715,57427,0,0
42370,15723,57438,0,0
42369,15720,57426,0,0
42355,15706,57393,0,0
42331,15675,57338,0,0
42295,15627,57259,0,0
42246,15562,57158,0,0
42183,15482,57035,0,0
42108,15388,56892,0,0
42022,15281,56733,0,0
41926,15166,56561,0,0
41825,15044,56379,0,0
41720,14916,56190,0,0
41607,14785,55994,0,0
41489,14652,55792,0,0
41370,14518,55585,0,0
41255,14384,55375,0,0
41142,14251,55167,0,0
41028,14120,54962,0,0
40914,13992,54758,0,0
40802,13866,54561,0,0
40691,13741,54370,0,0
40584,13621,54185,0,0
40480,13507,54005,0,0
40377,13398,53829,0,0
40277,13290,53660,0,0
40184,13184,53495,0,0
40097,13083,53333,0,0
40015,12985,53177,0,0
39934,12889,53027,0,0
39854,12797,52881,0,0
39776,12707,52740,0,0
39701,12618,52606,0,0
39630,12531,52474,0,0
39559,12448,52343,0,0
39487,12370,52217,0,0
39417,12295,52098,0,0
39351,12223,51985,0,0
39287,12155,51880,0,0
39224,12090,51779,0,0
39163,12027,51680,0,0
39102,11965,51581,0,0
39042,11905,51483,0,0
38984,11846,51386,0,0
38928,11787,51289,0,0
38873,11728,51191,0,0
38821,11668,51096,0,0
38771,11611,51003,0,0
38724,11557,50913,0,0
38679,11503,50824,0,0
38634,11446,50733,0,0
38585,11388,50640,0,0
38534,11329,50544,0,0
38482,11271,50446,0,0
38428,11212,50344,0,0
38373,11151,50241,0,0
38316,11090,50137,0,0
38258,11028,50030,0,0
38195,10961,49918,0,0
38126,10886,49800,0,0
38050,10804,49676,0,0
37971,10715,49541,0,0
37887,10618,49393,0,0
37796,10510,49230,0,0
37698,10395,49054,0,0
37591,10271,48868,0,0
37476,10139,48675,0,0
37359,10007,48475,0,0
37242,9877,48276,0,0
37135,9758,48093,0,0
37047,9665,47949,0,0
36999,9620,47877,0,0
37013,9646,47918,0,0
37112,9773,48112,0,0
37316,10022,48488,0,0
37634,10406,49062,0,0
38067,10918,49828,0,0
38595,11538,50761,0,0
39191,12239,51819,0,0
39829,12988,52954,0,0
40481,13753,54117,0,0
41125,14503,55264,0,0
41745,15217,56364,0,0
42325,15880,57395,0,0
42849,16481,58337,0,0
43311,17012,59179,0,0
43712,17470,59917,0,0
44053,17856,60553,0,0
44333,18170,61084,0,0
44556,18417,61514,0,0
44726,18601,61846,0,0
44848,18728,62084,0,0
44925,18804,62238,0,0
44962,18834,62316,0,0
44960,18820,62326,0,0
44926,18770,62279,0,0
44868,18693,62184,0,0
44793,18596,62054,0,0
44708,18489,61902,0,0
44617,18377,61737,0,0
44525,18265,61566,0,0
44435,18157,61397,0,0
44350,18057,61235,0,0
44271,17968,61085,0,0
44201,17892,60949,0,0
44142,17826,60832,0,0
44095,17768,60734,0,0
